,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
487-1a,0.318191427,0.305822,0.221692598,0.21737375
488-1a,0.495945854,0.359457576,0.161373182,0.127231667
489-1a,0.731571283,0.886590216,0.904176063,0.883771491
490-1a,0.26121194,0.305129443,0.363203157,0.343858548
491-1a,0.459673711,0.399363669,0.39456277,0.289290104
492-1a,0.797367454,0.776058831,0.803821917,0.696515019
493-1a,0.260678042,0.333205558,0.275340818,0.25498681
494-1a,0.010313794,0.017754861,0.006410114,0.009243606
495-1a,0.327604499,0.425039347,0.340340043,0.423427524
496-1a,0.528767972,0.684664217,0.554963334,0.481923959
497-1a,0.019793489,0.021144947,0.032046971,0.015426246
498-1a,0.906479551,0.784051317,0.934227451,0.943334516
499-1a,0.997310031,0.997551683,0.99802979,0.998783335
500-1a,0.888636101,0.861445089,0.906344567,0.86811982
501-1a,0.625373266,0.616677292,0.523134235,0.644145616
502-1a,0.423211639,0.32895441,0.539163696,0.275098025
503-1a,0.313178945,0.310692344,0.305074039,0.393754421
504-1a,0.346192797,0.424099359,0.332178506,0.253586981
505-1a,0.683014566,0.505016288,0.564496405,0.429053083
506-1a,0.268170011,0.387336685,0.302407642,0.181123546
507-1a,0.99881616,0.997395556,0.998175669,0.995991169
508-1a,0.326430822,0.385411759,0.246569976,0.096444351
509-1a,0.089680874,0.117464311,0.047388744,0.106236578
510-1a,0.648523188,0.562044435,0.673120557,0.432257447
511-1a,0.593902533,0.676689006,0.464012686,0.460669936
512-1a,0.833988062,0.899828544,0.82860447,0.718730238
513-1a,0.341127209,0.39009631,0.387539908,0.455811378
514-1a,0.29910977,0.248811071,0.439693462,0.288095612
515-1a,0.487965472,0.526736765,0.463977351,0.491022573
516-1a,0.814342565,0.875396203,0.835761286,0.801776983
517-1a,0.787710553,0.731073399,0.817828053,0.860079239
518-1a,0.30059427,0.174402583,0.274309138,0.186960716
519-1a,0.757137134,0.753613522,0.825615903,0.479310819
520-1a,0.622388302,0.401144569,0.31987308,0.548331669
521-1a,0.557373755,0.785200049,0.888902232,0.749023562
522-1a,0.568196478,0.699417804,0.383926027,0.505971958
523-1a,0.395026156,0.492741125,0.428545935,0.423371815
524-1a,0.314631756,0.219926298,0.400297104,0.523029805
525-1a,0.544832193,0.509268513,0.614879985,0.635954636
526-1a,0.929290056,0.917961268,0.933616089,0.955358177
527-1a,0.443436506,0.325732704,0.316726203,0.194960786
528-1a,0.307754253,0.322150165,0.448203969,0.43189715
529-1a,0.787961293,0.850951111,0.780541556,0.56487548
530-1a,0.366447139,0.23211639,0.167876542,0.386082667
531-1a,0.208557071,0.200677723,0.283875819,0.21064185
532-1a,0.418155336,0.380775581,0.551014121,0.325598842
533-1a,0.469865403,0.482694431,0.512557962,0.353753979
534-1a,0.479904002,0.384703929,0.423865193,0.373881892
535-1a,0.289244931,0.306916306,0.364315413,0.384112349
536-1a,0.49792,0.954105873,0.544934547,0.374962555
537-1a,0.434409772,0.03423072,0.569016416,0.560298872
538-1a,0.810530297,0.756063609,0.823321066,0.876820444
539-1a,0.449535883,0.416587955,0.590749535,0.43508879
540-1a,0.333528517,0.372198161,0.086126284,0.279221869
541-1a,0.116010497,0.00357631,0.259124756,0.115103841
542-1a,0.182159001,0.05959223,0.26574099,0.5687228
543-1a,0.465986789,0.29145805,0.551543432,0.54108183
544-1a,0.369965135,0.532352546,0.48526986,0.444427253
545-1a,0.364352795,0.242321854,0.222947832,0.207952847
546-1a,0.617011755,0.55268948,0.527441601,0.024797568
547-1a,0.68227943,0.702163639,0.784866758,0.956121992
548-1a,0.702758106,0.491245901,0.720039352,0.589112499
549-1a,0.966588745,0.895151169,0.967433091,0.944044147
550-1a,0.729301047,0.795539708,0.575168968,0.169827745
551-1a,0.265390078,0.31496352,0.291729133,0.103388498
552-1a,0.644456359,0.446160719,0.530286619,0.50725391
553-1a,0.453943101,0.290176917,0.46890009,0.394868656
554-1a,0.061543399,0.302466248,0.098222188,0.055090072
555-1a,0.459850732,0.641773863,0.490755414,0.281141274
556-1a,0.024369153,0.059043763,0.024609013,0.045777943
557-1a,0.859041289,0.250643081,0.84491473,0.902276701
558-1a,0.301355653,0.13143363,0.27559134,0.443933395
559-1a,0.272400188,0.207296031,0.198687682,0.095091517
560-1a,0.425126054,0.57390366,0.37877431,0.651242905
561-1a,0.936080105,0.750720362,0.937905386,0.900991044
562-1a,0.846611128,0.807474885,0.917849468,0.88465484
563-1a,0.450383883,0.355640251,0.387897396,0.324811425
564-1a,0.391104772,0.517634069,0.410276687,0.510005259
565-1a,0.847237445,0.946911332,0.850810632,0.831747072
566-1a,0.776829486,0.822933128,0.763300792,0.777263303
567-1a,0.732299118,0.810213446,0.737413244,0.307965711
568-1a,0.003317389,0.006366975,0.003189468,0.003945746
569-1a,0.417380657,0.119095739,0.497699863,0.501492225
570-1a,0.471041645,0.233116879,0.505593986,0.649255041
571-1a,0.723337757,0.711886747,0.677409664,0.582914554
572-1a,0.550419705,0.490187961,0.468085852,0.357600353
573-1a,0.505627777,0.422426485,0.504309775,0.574729206
574-1a,0.803027681,0.745070562,0.795898522,0.743557923
575-1a,0.54293944,0.891347612,0.612857008,0.494867321
576-1a,0.519355899,0.447430275,0.474693918,0.599215842
577-1a,0.481812896,0.519517316,0.490155998,0.420518432
578-1a,0.277969224,0.52224244,0.420400301,0.34704172
579-1a,0.83984755,0.456858537,0.912428042,0.819044674
580-1a,0.52592059,0.625818925,0.545528896,0.345051427
581-1a,0.562415354,0.631962306,0.538366312,0.674241563
582-1a,0.433839485,0.671281474,0.43435563,0.227075064
583-1a,0.747371398,0.61028398,0.794686322,0.570056969
584-1a,0.309623297,0.512531817,0.338153727,0.452562305
585-1a,0.607369803,0.046274887,0.479666904,0.486042676
586-1a,0.380017731,0.419515854,0.239766829,0.229354764
587-1a,0.66630325,0.607462758,0.704629341,0.517881303
588-1a,0.509043233,0.425303106,0.48043883,0.610009124
589-1a,0.596163855,0.21717061,0.574593358,0.581123716
590-1a,0.742899778,0.561901678,0.684892321,0.653143436
591-1a,0.981619413,0.990824782,0.979242823,0.91426339
592-1a,0.311492687,0.326995592,0.352877025,0.106315365
593-1a,0.411556569,0.58676921,0.422857405,0.345859963
594-1a,0.577387907,0.526302329,0.514223078,0.47437822
595-1a,0.474014352,0.342559111,0.412786917,0.30891162
596-1a,0.482531475,0.505608634,0.644176852,0.242287874
597-1a,0.775204364,0.706208303,0.711417378,0.612984313
598-1a,0.611723295,0.575939837,0.510722385,0.642322544
599-1a,0.874165225,0.736734052,0.914024974,0.735340664
600-1a,0.950822765,0.969484606,0.880211791,0.671873628
601-1a,0.430438248,0.98434985,0.38568339,0.674381755
602-1a,0.22750082,0.850962338,0.229559072,0.956912561
603-1a,0.655452314,0.673383722,0.616856352,0.213756947
604-1a,0.083803096,0.284511236,0.101901797,0.403700704
605-1a,0.326150897,0.212290686,0.333132255,0.274517716
606-1a,0.96910522,0.637376299,0.936141145,0.569476609
607-1a,0.07687011,0.127558122,0.165762349,0.064857877
608-1a,0.736666188,0.649093707,0.835847987,0.588522985
609-1a,0.605981706,0.543299136,0.597215056,0.633340875
610-1a,0.993949705,0.993269879,0.986778336,0.979736368
611-1a,0.80107674,0.566326739,0.774534247,0.435724838
612-1a,0.301406769,0.31057711,0.096061701,0.076833744
613-1a,0.544866596,0.783936304,0.473610935,0.655337421
614-1a,0.842010365,0.478039428,0.802502476,0.772725484
615-1a,0.320521145,0.290733612,0.11444577,0.647706197
616-1a,0.989881703,0.971255508,0.984372072,0.996258626
617-1a,0.665131866,0.884926009,0.554111801,0.406475671
618-1a,0.994846778,0.993313891,0.993266333,0.983501295
619-1a,0.760973811,0.977370099,0.72481723,0.828031027
620-1a,0.552486846,0.257818203,0.462768271,0.91977668
621-1a,0.496859791,0.325215625,0.61570465,0.824174715
622-1a,0.193429312,0.579335365,0.265812995,0.608465165
623-1a,0.780707153,0.895569313,0.819621777,0.930961723
624-1a,0.651128709,0.183681262,0.670224512,0.574393858
625-1a,0.424553676,0.289265525,0.37476198,0.132905655
626-1a,0.461486667,0.536578576,0.501955452,0.050056677
627-1a,0.963682114,0.880602679,0.957878124,0.777659568
628-1a,0.664303042,0.888016839,0.612275991,0.640527492
629-1a,0.196409447,0.190240459,0.056534903,0.121758107
630-1a,0.724333686,0.643093739,0.834921622,0.455579482
631-1a,0.787425025,0.698304465,0.665079492,0.762599306
632-1a,0.991441637,0.98928924,0.989067366,0.989331523
633-1a,0.471219949,0.143052336,0.449115659,0.168481433
634-1a,0.029030773,0.012459268,0.043528486,0.057851017
635-1a,0.529505413,0.309598736,0.527980745,0.678560294
636-1a,0.057363874,0.189348911,0.124807622,0.024627233
637-1a,0.186456418,0.042058345,0.15717106,0.132225865
638-1a,0.96693651,0.95498571,0.954823282,0.9333417
639-1a,0.76827148,0.746234175,0.818353171,0.574367049
640-1a,0.157830108,0.026639923,0.188004919,0.177089576
641-1a,0.928987498,0.895030359,0.895865024,0.815004852
642-1a,0.894770269,0.838318609,0.870235972,0.779619398
643-1a,0.175861005,0.224494211,0.238363465,0.236999899
644-1a,0.75337876,0.834205684,0.747139862,0.695457863
645-1a,0.525083159,0.386904461,0.528391319,0.383438698
646-1a,0.657249507,0.561595565,0.706392489,0.676655136
647-1a,0.907449386,0.940782321,0.906620443,0.863998473
648-1a,0.697619112,0.225013345,0.776887844,0.473249552
649-1a,0.941362796,0.875623888,0.942094196,0.93304122
650-1a,0.165822391,0.194667662,0.174357691,0.071342729
651-1a,0.028657133,0.088050683,0.028561189,0.082227145
652-1a,0.512855127,0.53119622,0.60257403,0.2761913
653-1a,0.368089724,0.419575662,0.536822105,0.457786032
654-1a,0.73882765,0.781551627,0.785952542,0.93749564
655-1a,0.972882573,0.88892183,0.956789838,0.765762129
656-1a,0.18167448,0.259691389,0.181265476,0.138683249
657-1a,0.35805479,0.449091966,0.355449281,0.69089168
658-1a,0.838936121,0.920737455,0.838256112,0.466567171
659-1a,0.574091629,0.814544961,0.677801151,0.70458043
660-1a,0.015641707,0.18989184,0.025150906,0.32898137
661-1a,0.102109288,0.128109359,0.11779309,0.297373754
662-1a,0.327918337,0.802236544,0.346867124,0.695819752
663-1a,0.851787109,0.745848858,0.809832593,0.853642699
664-1a,0.352056554,0.276787816,0.46448124,0.774413266
665-1a,0.818927989,0.628149584,0.785963075,0.968795374
666-1a,0.426969535,0.92970115,0.286910023,0.411998409
667-1a,0.053997466,0.099981682,0.035180938,0.307910261
668-1a,0.143204934,0.056427115,0.259538378,0.076252474
669-1a,0.49476271,0.308963351,0.524664951,0.027993391
670-1a,0.745810799,0.859339656,0.830656857,0.723340443
671-1a,0.529163399,0.445047465,0.512843992,0.403995245
672-1a,0.373772766,0.592901611,0.230045111,0.354359614
673-1a,0.705915557,0.510877361,0.708153828,0.429856206
674-1a,0.971940834,0.931529281,0.970610324,0.88523032
675-1a,0.485058677,0.547399354,0.520365332,0.203414655
676-1a,0.388207545,0.554081031,0.48961341,0.699040027
677-1a,0.388802663,0.45294506,0.396819006,0.181920857
678-1a,0.481999556,0.403665029,0.453912379,0.781297627
679-1a,0.756608472,0.786299883,0.729180194,0.649993325
680-1a,0.572186267,0.707044537,0.600262647,0.730572293
681-1a,0.414885962,0.418837144,0.400306222,0.349307304
682-1a,0.816681475,0.723195025,0.873183886,0.618043513
683-1a,0.348195058,0.103436056,0.445637331,0.424231558
684-1a,0.459811336,0.11909421,0.430854161,0.235334593
685-1a,0.683127146,0.756072723,0.598668203,0.68525777
686-1a,0.125563402,0.233375431,0.145941455,0.135951628
687-1a,0.194152359,0.116387248,0.337704068,0.431252921
688-1a,0.645978826,0.770405731,0.616150231,0.288340771
689-1a,0.547566856,0.453647481,0.222863111,0.98316891
690-1a,0.417452901,0.623773422,0.767397444,0.029615171
691-1a,0.413779833,0.276975524,0.420253493,0.356669966
692-1a,0.152572314,0.033611162,0.104426531,0.045156324
693-1a,0.039676965,0.066543547,0.02646277,0.002534094
694-1a,0.03892103,0.045687966,0.02440351,0.070222702
695-1a,0.122423343,0.172308316,0.177179435,0.113786182
696-1a,0.641231353,0.874011885,0.636751451,0.673109075
697-1a,0.412970146,0.371563263,0.565001635,0.388842982
698-1a,0.77067507,0.582964748,0.69302837,0.74277494
699-1a,0.105179404,0.093951039,0.121396671,0.334775874
700-1a,0.016373265,0.599012217,0.040503627,0.183922752
701-1a,0.829666346,0.839031719,0.858513655,0.727880135
702-1a,0.701574694,0.466888485,0.732520774,0.586985645
703-1a,0.058893098,0.209068078,0.06123176,0.080366605
704-1a,0.60882236,0.259787296,0.20710529,0.666337855
705-1a,0.324078194,0.30367592,0.353684845,0.401411061
706-1a,0.909710914,0.770998285,0.910136596,0.485400614
707-1a,0.496523762,0.404685443,0.305224015,0.354829817
708-1a,0.068063244,0.028199669,0.043446895,0.048481404
709-1a,0.772588897,0.843281582,0.706190254,0.753117975
710-1a,0.931851234,0.904435844,0.908041965,0.790318869
711-1a,0.066455057,0.073578913,0.077834135,0.177564829
712-1a,0.892629679,0.8178241,0.925044038,0.906595159
713-1a,0.007927407,0.01526635,0.013669425,0.023991654
714-1a,0.263804008,0.935243664,0.322815707,0.458103615
715-1a,0.299780183,0.022193431,0.25457616,0.535885231
716-1a,0.348214516,0.411831878,0.283700328,0.210870638
717-1a,0.025640386,0.039069306,0.029521472,0.087117588
718-1a,0.756393974,0.571355439,0.72801832,0.479229182
719-1a,0.823937589,0.862866349,0.869051615,0.724515899
720-1a,0.210249135,0.242915886,0.265862738,0.164254159
721-1a,0.219179687,0.216750993,0.287973349,0.25259124
722-1a,0.4184097,0.331213852,0.178240791,0.230617349
723-1a,0.448166863,0.309583839,0.416311698,0.470575756
724-1a,0.943014955,0.581120301,0.924536053,0.933557723
725-1a,0.568638913,0.368825104,0.499128246,0.374823632
726-1a,0.403913839,0.268390588,0.475305951,0.276216808
727-1a,0.378349843,0.40787885,0.531041466,0.440625584
728-1a,0.489566535,0.296316207,0.336916559,0.45264029
729-1a,0.299191077,0.149409651,0.322024063,0.524308879
730-1a,0.86923096,0.735025261,0.897642851,0.749421952
731-1a,0.989756434,0.97693395,0.993118555,0.989482644
732-1a,0.023633087,0.123146692,0.070126103,0.049311626
733-1a,0.409097441,0.677165674,0.395678559,0.599813645
734-1a,0.725443144,0.718116857,0.640012328,0.639170608
735-1a,0.760756171,0.96516833,0.696508546,0.75294538
736-1a,0.134724398,0.222769689,0.216350647,0.167866066
737-1a,0.958726831,0.876595889,0.910553059,0.955207513
738-1a,0.611995679,0.561888223,0.717370311,0.684567071
739-1a,0.602170345,0.353071575,0.695600723,0.444064475
740-1a,0.92404014,0.977743217,0.918797627,0.941706577
741-1a,0.200619229,0.240842218,0.198049143,0.108286024
742-1a,0.655532504,0.785696618,0.597478945,0.6702698
743-1a,0.638110173,0.478795177,0.613056224,0.553494097
744-1a,0.523569329,0.329049587,0.563570319,0.481469833
745-1a,0.909922811,0.928951308,0.925009795,0.890796029
746-1a,0.369312331,0.434035158,0.588041823,0.598444877
747-1a,0.098839854,0.05277388,0.078269363,0.095918095
748-1a,0.278351547,0.086733906,0.469850196,0.048090083
749-1a,0.943950627,0.892870934,0.947276129,0.921703797
750-1a,0.849009531,0.900907639,0.9601656,0.884018183
751-1a,0.93318921,0.925475304,0.860498919,0.864200768
752-1a,0.745307195,0.802656751,0.670187932,0.190794302
753-1a,0.931086322,0.855044833,0.949212975,0.724194318
754-1a,0.158854258,0.036874744,0.080962509,0.271886018
755-1a,0.563791462,0.52401174,0.68530377,0.710541207
756-1a,0.779514013,0.756904713,0.775674149,0.797832485
757-1a,0.898043215,0.694189237,0.798020138,0.855522596
758-1a,0.971537881,0.95155755,0.939551872,0.947713403
759-1a,0.138393779,0.406501448,0.190428776,0.595994245
760-1a,0.037683947,0.042643644,0.02605437,0.048791621
761-1a,0.290215372,0.464087517,0.129985924,0.380266636
762-1a,0.81433084,0.746157307,0.828985626,0.506267024
763-1a,0.620328909,0.491011668,0.804172569,0.518909166
764-1a,0.628020749,0.47031541,0.574546945,0.753366177
765-1a,0.902715855,0.863348589,0.942437891,0.934038513
766-1a,0.491085442,0.622682348,0.517047799,0.512292236
767-1a,0.892539115,0.750267257,0.869179641,0.92790553
768-1a,0.117481204,0.385984241,0.082057379,0.096013932
769-1a,0.874820325,0.822057372,0.838360285,0.515077448
770-1a,0.594639816,0.708881253,0.527668416,0.503465094
771-1a,0.279660777,0.788256797,0.311296301,0.366239844
772-1a,0.390681569,0.285905565,0.380536227,0.508008821
773-1a,0.68641246,0.367389862,0.724942731,0.679680354
774-1a,0.042300732,0.041437356,0.033829627,0.027503637
775-1a,0.91491646,0.895620512,0.907864166,0.684778837
776-1a,0.510366412,0.415766963,0.58192828,0.274216618
777-1a,0.03217651,0.024450568,0.026760662,0.011408905
778-1a,0.269390145,0.368387467,0.300278124,0.243600315
779-1a,0.420618063,0.675753481,0.408814939,0.485283513
780-1a,0.431085501,0.293320394,0.43955177,0.325035547
781-1a,0.745019179,0.992388509,0.828012899,0.962586988
782-1a,0.233015913,0.576745255,0.412343802,0.186147562
783-1a,0.07367359,0.063540191,0.060568322,0.151767531
784-1a,0.598556482,0.802564883,0.72688687,0.729131899
785-1a,0.43202374,0.911822272,0.419258747,0.689987423
786-1a,0.636515052,0.333993843,0.592734697,0.679088032
787-1a,0.91972232,0.971050217,0.918278575,0.961240764
788-1a,0.713212063,0.566576142,0.128633331,0.508897266
789-1a,0.421794839,0.510001967,0.937519442,0.290818188
790-1a,0.85045777,0.448297391,0.836231393,0.924236776
791-1a,0.504573008,0.53260245,0.384236143,0.423327338
792-1a,0.676144896,0.58532234,0.655278885,0.491977455
793-1a,0.756759025,0.648507976,0.701855367,0.706991949
794-1a,0.480538562,0.487539463,0.478180191,0.736002224
795-1a,0.659449578,0.729295317,0.805639818,0.772031982
796-1a,0.308153435,0.077085903,0.330243951,0.41225786
797-1a,0.77716219,0.767583888,0.929581696,0.891996452
798-1a,0.64486013,0.571389684,0.544814752,0.163820566
799-1a,0.731546048,0.703310945,0.788346513,0.975999996
800-1a,0.247544372,0.354670793,0.233155553,0.410438005
801-1a,0.667417841,0.408996363,0.898869206,0.429678747
802-1a,0.207980486,0.292930024,0.309063836,0.232773261
803-1a,0.782826029,0.658475374,0.747746935,0.701219242
804-1a,0.88486035,0.926785538,0.948009075,0.970291461
805-1a,0.849386773,0.979358502,0.845658383,0.653231889
806-1a,0.503124453,0.649779231,0.470141506,0.56574476
807-1a,0.826353212,0.884261791,0.85408435,0.633788997
808-1a,0.223719358,0.109936595,0.436703789,0.127516016
809-1a,0.075752965,0.575862313,0.075752566,0.138591263
810-1a,0.093411281,0.01850686,0.056721796,0.044890195
811-1a,0.531368163,0.763747613,0.857267858,0.826668526
812-1a,0.653662156,0.51816345,0.626555482,0.786490046
813-1a,0.683019514,0.729549584,0.707889594,0.809704474
814-1a,0.781934644,0.423448515,0.843206402,0.570646692
815-1a,0.59303055,0.832158954,0.643174675,0.419608152
816-1a,0.350411293,0.452877978,0.590537827,0.727740318
817-1a,0.122667634,0.197091526,0.024373807,0.064978207
818-1a,0.194465638,0.21686348,0.582914227,0.44387196
819-1a,0.223084284,0.155830125,0.178095387,0.537761739
820-1a,0.241157601,0.334409467,0.139691482,0.157893469
821-1a,0.876375855,0.785717965,0.811071921,0.927205587
822-1a,0.063574375,0.251561055,0.243776548,0.048582853
823-1a,0.517444972,0.646932075,0.665380514,0.617855279
824-1a,0.874229577,0.778424426,0.792730426,0.454337379
825-1a,0.846236545,0.866428468,0.709444754,0.481099536
826-1a,0.916713714,0.885690259,0.898782926,0.863927306
827-1a,0.426348932,0.464985531,0.532606903,0.505436996
828-1a,0.678604468,0.569870543,0.93409907,0.85344643
829-1a,0.900603755,0.886084481,0.936045664,0.956979169
830-1a,0.359922196,0.375890591,0.240089537,0.476271882
831-1a,0.687599931,0.584050224,0.654354541,0.676238583
832-1a,0.525034706,0.375993928,0.580597035,0.271539374
833-1a,0.793849481,0.912802223,0.882519799,0.775607169
834-1a,0.942800842,0.910516231,0.823341023,0.824987217
835-1a,0.383926058,0.419816917,0.095941824,0.258338746
836-1a,0.126298892,0.100581249,0.252646478,0.278051444
837-1a,0.930029912,0.876431844,0.952433143,0.927220733
